obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Source
,3929.36108981616,,4260.0,0.00235,,121270.617,123815.56,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,3811.33146959224,,28100.0,0.05851,,121191.805,123815.56,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,9821.44225129459,,364000.0,1.91181,,121068.736,122086.9164,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,19130.6789898848,,42800.0,0.318472,,122086.9164,122609.637,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,5.0,3.0,,,,MCDHF
,12051.7444056404,,123.0,0.00422,,121257.161,122086.9164,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,19443.5792051697,,1260.0,0.03941,,122086.9164,122601.225,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,5.0,3.0,,,,MCDHF
,4103.82075561518,,262.0,0.0011,,121068.736,123505.4896,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,11162.5506249577,,529000.0,3.03174,,122609.637,123505.4896,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,4447.74842965569,,445.0,0.040584,,121257.161,123505.4896,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,11058.7100280162,,7.28792,0.000574,,122601.225,123505.4896,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,8241.52276967909,,0.982619,1.03E-06,,121068.736,122282.104,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,30531.2747112509,,1050.0,0.00128,,122282.104,122609.637,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,5.0,3.0,,,,MCDHF
,9756.64012535318,,727000.0,4.40617,,121257.161,122282.104,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,31336.0762845442,,13300.0,0.083285,,122282.104,122601.225,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,5.0,3.0,,,,MCDHF
,4339.92120352265,,75.0961,7.82E-05,,121068.736,123372.9253,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,13101.2095953783,,1830.0,0.00221,,122609.637,123372.9253,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,4726.42439424843,,0.111647,6.61E-07,,121257.161,123372.9253,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,12958.3984870811,,682000.0,4.16531,,122601.225,123372.9253,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,18243.5943091661,,4230.0,0.027577,,122086.9164,122635.054,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,5.0,5.0,,,,MCDHF
,12250.4071422813,,342000.0,2.59327,,121270.617,122086.9164,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,11171.7938124795,,1120.0,0.055824,,121191.805,122086.9164,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,11488.5007001093,,290000.0,1.47773,,122635.054,123505.4896,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,4474.52798875425,,21600.0,0.125555,,121270.617,123505.4896,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,4322.1102824473,,6.19013,0.000759,,121191.805,123505.4896,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,28332.6250177081,,2090.0,0.00242,,122282.104,122635.054,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,5.0,5.0,,,,MCDHF
,9886.43452659295,,61.1136,7.52E-05,,121270.617,122282.104,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,9171.79599357596,,76500.0,0.485611,,121191.805,122282.104,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,13552.498924948,,546.0,0.000625,,122635.054,123372.9253,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,4756.67626865193,,14900.0,0.018081,,121270.617,123372.9253,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,4584.79983887177,,121000.0,0.752005,,121191.805,123372.9253,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,10851.2902292595,,36900.0,0.229301,,121165.367,122086.9164,3s2.3p5.(2P*<3/2>).6p,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,4273.28038283122,,18300.0,0.08916,,121165.367,123505.4896,3s2.3p5.(2P*<3/2>).6p,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,8954.65987067674,,204.0,0.000231,,121165.367,122282.104,3s2.3p5.(2P*<3/2>).6p,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,4529.89169074266,,1230.0,0.00138,,121165.367,123372.9253,3s2.3p5.(2P*<3/2>).6p,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,21056.8961545475,,705000.0,5.97128,,122160.1502,122635.054,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,7.0,5.0,,,,MCDHF
,11241.8513440532,,4380.0,0.042923,,121270.617,122160.1502,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,5.0,7.0,,,,MCDHF
,10326.8958218618,,371.0,0.023094,,121191.805,122160.1502,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,5.0,7.0,,,,MCDHF
,10841.6515000998,,55400.0,0.377613,,122635.054,123557.4227,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,4372.91196186891,,632000.0,4.91147,,121270.617,123557.4227,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,4227.22572628705,,92.9941,0.014478,,121191.805,123557.4227,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,32745.8723827864,,777.0,0.00121,,122329.672,122635.054,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,7.0,5.0,,,,MCDHF
,9442.38023520963,,233.0,0.000387,,121270.617,122329.672,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,8788.37333361446,,829000.0,6.78083,,121191.805,122329.672,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,10052.44157722,,113000.0,0.913488,,121165.367,122160.1502,3s2.3p5.(2P*<3/2>).6p,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,4180.50465965321,,183000.0,1.19595,,121165.367,123557.4227,3s2.3p5.(2P*<3/2>).6p,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,8588.81478650348,,2380.0,0.00363,,121165.367,122329.672,3s2.3p5.(2P*<3/2>).6p,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,11484.9672115671,,784000.0,9.25165,,121165.367,122036.0704,3s2.3p5.(2P*<3/2>).6p,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,7.0,9.0,,,,MCDHF
,80.7218450902104,,10200000.0,0.00304,,0.0,123882.203,3s2.3p6,1S,0,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,1.0,3.0,,,,MCDHF
,3565.99806580265,,8540.0,0.00164,,121068.736,123873.0,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,0,3.0,1.0,,,,MCDHF
,7915.38140661078,,1940.0,0.00043,,122609.637,123873.0,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,0,3.0,1.0,,,,MCDHF
,3822.86524514696,,755000.0,0.744289,,121257.161,123873.0,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,0,3.0,1.0,,,,MCDHF
,7863.02608558908,,611000.0,0.612591,,122601.225,123873.0,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,0,3.0,1.0,,,,MCDHF
,32137.2905050367,,120000.0,0.563324,,122479.382,122790.547,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[1/2],0,3.0,1.0,,,,MCDHF
,9909.38855108884,,1080.0,0.010741,,121470.238,122479.382,3s2.3p5.(2P*<3/2>).6p,2[1/2],0,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,1.0,3.0,,,,MCDHF
,9160.3948496597,,2230.0,0.00173,,122790.547,123882.203,3s2.3p5.(2P*<1/2>).6p,2[1/2],0,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,1.0,3.0,,,,MCDHF
,4145.99714340797,,127000.0,0.53266,,121470.238,123882.203,3s2.3p5.(2P*<3/2>).6p,2[1/2],0,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,1.0,3.0,,,,MCDHF
,7088.95073604579,,79500.0,0.185178,,121068.736,122479.382,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,3.0,3.0,,,,MCDHF
,76772.4847414659,,375000.0,1.17719,,122479.382,122609.637,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,3.0,3.0,,,,MCDHF
,8181.82636364451,,23.0885,0.00366,,121257.161,122479.382,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,3.0,3.0,,,,MCDHF
,82072.8314306061,,0.188454,0.00247,,122479.382,122601.225,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,3.0,3.0,,,,MCDHF
,3554.33349671421,,4380.0,0.00249,,121068.736,123882.203,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,3.0,3.0,,,,MCDHF
,7858.13859556209,,0.096251,6.3E-08,,122609.637,123882.203,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,3.0,3.0,,,,MCDHF
,3809.46285811808,,210000.0,0.598102,,121257.161,123882.203,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,3.0,3.0,,,,MCDHF
,7806.53531910782,,251000.0,0.734824,,122601.225,123882.203,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,3.0,3.0,,,,MCDHF
,64237.6278328769,,594000.0,1.66531,,122479.382,122635.054,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,3.0,5.0,,,,MCDHF
,8272.90664438498,,177000.0,0.564799,,121270.617,122479.382,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,5.0,3.0,,,,MCDHF
,7766.52580777691,,14.0284,0.00281,,121191.805,122479.382,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,5.0,3.0,,,,MCDHF
,8018.28811152483,,11.4845,7.13E-06,,122635.054,123882.203,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,5.0,3.0,,,,MCDHF
,3829.09082833191,,1770.0,0.00117,,121270.617,123882.203,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,5.0,3.0,,,,MCDHF
,3716.92218028708,,760000.0,2.25529,,121191.805,123882.203,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,5.0,3.0,,,,MCDHF
,7292.1844117599,,251000.0,1.04105,,121068.736,122440.0672,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,3.0,5.0,,,,MCDHF
,58972.7651975773,,39700.0,0.223836,,122440.0672,122609.637,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,5.0,3.0,,,,MCDHF
,8453.75567394938,,0.853885,8.46E-05,,121257.161,122440.0672,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,3.0,5.0,,,,MCDHF
,62050.9835701402,,594.0,0.050538,,122440.0672,122601.225,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,5.0,3.0,,,,MCDHF
,51285.5229174491,,110000.0,0.550772,,122440.0672,122635.054,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,5.0,5.0,,,,MCDHF
,8551.02679874692,,321000.0,1.84164,,121270.617,122440.0672,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,5.0,5.0,,,,MCDHF
,8011.13740366399,,80.3617,0.010608,,121191.805,122440.0672,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,5.0,5.0,,,,MCDHF
,7844.98190241121,,648000.0,3.11708,,121165.367,122440.0672,3s2.3p5.(2P*<3/2>).6p,2[5/2],3,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,7.0,5.0,,,,MCDHF
,907.581106666283,,2900000.0,0.153539,,111667.766,122686.065,3s2.3p5.(2P*<3/2>).3d,2[1/2]*,0,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,1.0,3.0,,,,MCDHF
,920.129366508414,,2550000.0,0.13901,,111818.028,122686.065,3s2.3p5.(2P*<3/2>).3d,2[1/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3.0,3.0,,,,MCDHF
,1171.18880231071,,236000.0,0.018926,,114147.732,122686.065,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3.0,3.0,,,,MCDHF
,1366.26972432366,,13200.0,0.00169,,115366.866,122686.065,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3.0,3.0,,,,MCDHF
,920.100158422846,,2420000.0,0.21975,,111818.028,122686.41,3s2.3p5.(2P*<3/2>).3d,2[1/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3.0,5.0,,,,MCDHF
,918.265382001154,,974000.0,0.087818,,111818.028,122708.126,3s2.3p5.(2P*<3/2>).3d,2[1/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,811.72731676717,,260000.0,0.01747,,111818.028,124137.436,3s2.3p5.(2P*<3/2>).3d,2[1/2]*,1,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,1171.141481152,,1020000.0,0.136077,,114147.732,122686.41,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3.0,5.0,,,,MCDHF
,1168.17053046857,,2360000.0,0.312287,,114147.732,122708.126,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,1001.03066116874,,880000.0,0.08209,,114147.732,124137.436,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,1,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,1366.20532645203,,510000.0,0.108351,,115366.866,122686.41,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3.0,5.0,,,,MCDHF
,1362.16398819821,,213000.0,0.044819,,115366.866,122708.126,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,1140.17675019982,,3280000.0,0.449027,,115366.866,124137.436,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,1,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,948.124235752608,,243000.0,0.014051,,112138.924,122686.065,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,5.0,3.0,,,,MCDHF
,1079.9018282846,,102000.0,0.00677,,113425.964,122686.065,3s2.3p5.(2P*<3/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,5.0,3.0,,,,MCDHF
,1242.99680065053,,8090.0,0.000733,,114640.992,122686.065,3s2.3p5.(2P*<1/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,5.0,3.0,,,,MCDHF
,1268.88577870886,,26300.0,0.000247,,114805.135,122686.065,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,5.0,3.0,,,,MCDHF
,948.093223351991,,1340000.0,0.128855,,112138.924,122686.41,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,5.0,5.0,,,,MCDHF
,946.145224587438,,373000.0,0.035663,,112138.924,122708.126,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,833.436679481589,,73000.0,0.00516,,112138.924,124137.436,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,1079.86159629893,,4230.0,0.000466,,113425.964,122686.41,3s2.3p5.(2P*<3/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,5.0,5.0,,,,MCDHF
,1077.33521565342,,1160000.0,0.127302,,113425.964,122708.126,3s2.3p5.(2P*<3/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,933.578503496065,,40300.0,0.0032,,113425.964,124137.436,3s2.3p5.(2P*<3/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,1242.94349902019,,266.0,4.01E-05,,114640.992,122686.41,3s2.3p5.(2P*<1/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,5.0,5.0,,,,MCDHF
,1239.59760678328,,96000.0,0.014394,,114640.992,122708.126,3s2.3p5.(2P*<1/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,1053.02574310974,,318000.0,0.032909,,114640.992,124137.436,3s2.3p5.(2P*<1/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,1268.83023368681,,145000.0,0.022628,,114805.135,122686.41,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,5.0,5.0,,,,MCDHF
,1265.34371606902,,36200.0,0.00563,,114805.135,122708.126,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,1071.54709219087,,472000.0,0.050311,,114805.135,124137.436,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,946.165277286034,,3970000.0,0.531356,,112138.924,122707.902,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,945.275273139653,,21.1101,2.82E-06,,112138.924,122717.853,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[7/2],4,5.0,9.0,,,,MCDHF
,833.559436330438,,0.344044,3.41E-08,,112138.924,124135.669,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,833.45210025762,,730000.0,0.072294,,112138.924,124137.214,3s2.3p5.(2P*<3/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,1077.36121486698,,57400.0,0.0088,,113425.964,122707.902,3s2.3p5.(2P*<3/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,1076.21090677334,,4200000.0,0.643034,,113425.964,122717.823,3s2.3p5.(2P*<3/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,933.732535116514,,490000.0,0.054509,,113425.964,124135.669,3s2.3p5.(2P*<3/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,933.597852724939,,2330.0,0.000259,,113425.964,124137.214,3s2.3p5.(2P*<3/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,1239.63202762892,,4380.0,0.00092,,114640.992,122707.902,3s2.3p5.(2P*<1/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,1238.10935254186,,303000.0,0.063433,,114640.992,122717.823,3s2.3p5.(2P*<1/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,1053.22171570449,,5040000.0,0.729204,,114640.992,124135.669,3s2.3p5.(2P*<1/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,1053.05036044861,,19100.0,0.00277,,114640.992,124137.214,3s2.3p5.(2P*<1/2>).3d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,1265.3795816073,,387000.0,0.084212,,114805.135,122707.902,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,1263.79303720809,,3.41668,7.41E-07,,114805.135,122717.823,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,1071.75001988096,,114.0,1.69E-05,,114805.135,124135.669,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,1071.57258312965,,4680000.0,0.698512,,114805.135,124137.214,3s2.3p5.(2P*<1/2>).3d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,1034.5482205512,,7420.0,0.000751,,113020.355,122686.41,3s2.3p5.(2P*<3/2>).3d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,7.0,5.0,,,,MCDHF
,1032.22918873702,,90200.0,0.00909,,113020.355,122708.126,3s2.3p5.(2P*<3/2>).3d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,7.0,5.0,,,,MCDHF
,899.51669867297,,866.0,6.4E-05,,113020.355,124137.436,3s2.3p5.(2P*<3/2>).3d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,7.0,5.0,,,,MCDHF
,1114.84522325054,,93300.0,0.010551,,113716.555,122686.41,3s2.3p5.(2P*<3/2>).3d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,7.0,5.0,,,,MCDHF
,1112.15270390458,,46400.0,0.00521,,113716.555,122708.126,3s2.3p5.(2P*<3/2>).3d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,7.0,5.0,,,,MCDHF
