obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Source
,10057.27618789,,15500.0,0.954264,,119212.87,120207.175,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,7.0,9.0,,,,MCDHF
,9643.14574843339,,810.0,0.041296,,119212.87,120249.876,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,7.0,7.0,,,,MCDHF
,4097.6721124729,,563.0,0.0467205,,119212.87,121653.28,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,7.0,9.0,,,,MCDHF
,18305.0812709001,,720.0,0.182218,,120207.175,120753.4714,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,3s2.3p5.(2P*<1/2>).4d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,12426.2996169717,,187.0,0.00088,,120207.175,121011.9198,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,3s2.3p5.(2P*<1/2>).4d,2[3/2]*,1,9.0,3.0,,,,MCDHF
,15597.0958207581,,222.0,0.0021,,119566.03,120207.175,3s2.3p5.(2P*<3/2>).4d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,7.0,9.0,,,,MCDHF
,14622.3628568586,,203.0,0.0021,,119566.03,120249.914,3s2.3p5.(2P*<3/2>).4d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).4f,2[7/2],4,7.0,9.0,,,,MCDHF
,4790.99293328542,,15200.0,1.23392,,119566.03,121653.28,3s2.3p5.(2P*<3/2>).4d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,7.0,9.0,,,,MCDHF
,8291.17272005188,,210.0,0.00599,,119023.648,120229.75,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,9.0,7.0,,,,MCDHF
,3802.87421232968,,0.14216,1.5E-06,,119023.648,121653.238,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,9.0,7.0,,,,MCDHF
,3801.43435721167,,0.597566,1.5E-05,,119023.648,121654.234,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,9.0,7.0,,,,MCDHF
,8449.32139275233,,616.0,0.024443,,119023.648,120207.175,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,9.0,9.0,,,,MCDHF
,8155.09024422862,,3290.0,0.112065,,119023.648,120249.876,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,9.0,7.0,,,,MCDHF
,3802.81347352025,,3.88179,1.25E-05,,119023.648,121653.28,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,9.0,9.0,,,,MCDHF
,8449.61410612374,,22000.0,1.0669,,119023.648,120207.134,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).4f,2[9/2],5,9.0,11.0,,,,MCDHF
,80.7652931505539,,231000000.0,0.068294,,0.0,123815.56,3s2.3p6,1S,0,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,1.0,3.0,,,,MCDHF
,6227.16653710007,,139000.0,0.050392,,120188.232,121794.0988,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,0,3.0,1.0,,,,MCDHF
,5731.92136239519,,45800.0,0.041429,,120188.232,121932.8477,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3.0,3.0,,,,MCDHF
,4299.30007394798,,2330.0,0.00145,,120188.232,122514.192,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,2756.85022143022,,250.0,6.88E-05,,120188.232,123815.56,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,5733.23257368191,,60300.0,0.061962,,120188.631,121932.8477,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,5.0,3.0,,,,MCDHF
,5872.73305897098,,35400.0,0.037954,,120230.063,121932.8477,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,5.0,3.0,,,,MCDHF
,35936.6178683337,,266.0,0.00324,,121654.58,121932.8477,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,5.0,3.0,,,,MCDHF
,4300.03771133073,,74000.0,0.04605,,120188.631,122514.192,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,4378.03644189973,,95900.0,0.061725,,120230.063,122514.192,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,11633.1554236098,,4640.0,0.014403,,121654.58,122514.192,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,2757.15350369417,,11500.0,0.00317,,120188.631,123815.56,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,2789.0136290729,,5590.0,0.00157,,120230.063,123815.56,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,4627.53010208332,,164000.0,0.112601,,121654.58,123815.56,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,5266.80474121977,,2940.0,0.00461,,120188.232,122086.9164,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,3014.53827402491,,1370.0,0.00189,,120188.232,123505.4896,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,4775.84112113825,,11.5756,6.47E-06,,120188.232,122282.104,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,3140.01979405678,,69.8023,3.87E-05,,120188.232,123372.9253,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,5267.91176922077,,26900.0,0.042132,,120188.631,122086.9164,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,5385.45476988111,,7420.0,0.012127,,120230.063,122086.9164,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,23130.136625091,,27.5946,0.00042,,121654.58,122086.9164,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,3014.90090653849,,108.0,0.00015,,120188.631,123505.4896,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,3053.03742724688,,25300.0,0.036385,,120230.063,123505.4896,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,5402.7490051378,,39.7713,0.00042,,121654.58,123505.4896,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,4776.7513600605,,0.204119,1.14E-07,,120188.631,122282.104,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,4873.19697803306,,298.0,0.000171,,120230.063,122282.104,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,15935.6454892561,,6240.0,0.00988,,121654.58,122282.104,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,3140.413246351,,641.0,0.000356,,120188.631,123372.9253,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,3181.81296075236,,88.9462,5.06E-05,,120230.063,123372.9253,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,5819.5521005004,,10400.0,0.015949,,121654.58,123372.9253,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,5384.54712512567,,109000.0,0.017799,,120229.75,122086.9164,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,5443.53842190951,,1.51921,2.54E-06,,120249.876,122086.9164,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,23058.5613671327,,0.00084,1.28E-08,,121653.238,122086.9164,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,23111.6403163149,,386.0,0.00587,,121654.234,122086.9164,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,3052.74570664897,,1730.0,0.00249,,120229.75,123505.4896,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,3071.61758999901,,126000.0,0.184805,,120249.876,123505.4896,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,5398.83458597093,,152.0,0.0016,,121653.238,123505.4896,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,5401.73923039043,,3.18954,3.37E-05,,121654.234,123505.4896,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,4872.45377746722,,15.3741,8.81E-06,,120229.75,122282.104,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,4920.70771586652,,496.0,0.000288,,120249.876,122282.104,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,15901.6388228969,,141000.0,0.223495,,121653.238,122282.104,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,15926.8638412408,,813.0,0.00129,,121654.234,122282.104,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,3181.4961131821,,1390.0,0.00079,,120229.75,123372.9253,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,3201.99876447676,,0.172647,9.95E-08,,120249.876,123372.9253,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,5815.01067083531,,46.212,7.22E-05,,121653.238,123372.9253,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,5818.38053174527,,139000.0,0.216659,,121654.234,123372.9253,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,5072.23059252984,,137.0,0.00029,,120188.631,122160.1502,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,5.0,7.0,,,,MCDHF
,5181.11306059123,,1300.0,0.00286,,120230.063,122160.1502,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,5.0,7.0,,,,MCDHF
,19779.6468225381,,1.42785,2.72E-05,,121654.58,122160.1502,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,5.0,7.0,,,,MCDHF
,2968.42336675194,,1420.0,0.00268,,120188.631,123557.4227,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,3005.38592205706,,667.0,0.00131,,120230.063,123557.4227,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,5255.29514341886,,0.744065,1.03E-05,,121654.58,123557.4227,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,4670.62517719182,,5.95502,4.55E-06,,120188.631,122329.672,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,4762.79154833112,,18.8564,1.48E-05,,120230.063,122329.672,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,14812.7958855977,,341.0,0.000724,,121654.58,122329.672,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,5180.27298173715,,1690.0,0.00373,,120229.75,122160.1502,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,5234.85057799556,,18100.0,0.040701,,120249.876,122160.1502,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,19727.2821605001,,0.598734,1.14E-05,,121653.238,122160.1502,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,19766.1193691759,,11.0247,0.00021,,121654.234,122160.1502,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,3005.1032362648,,24400.0,0.047988,,120229.75,123557.4227,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,3023.38890634561,,735.0,0.00147,,120249.876,123557.4227,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,5251.5914028718,,1.46519,2.03E-05,,121653.238,123557.4227,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,5254.33972994901,,20.6502,0.000286,,121654.234,123557.4227,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,4762.08163922278,,161.0,0.000126,,120229.75,122329.672,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,4808.16387761107,,80.137,6.35E-05,,120249.876,122329.672,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,14783.4082852132,,5200.0,0.011028,,121653.238,122329.672,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,14805.2078799236,,6830.0,0.014514,,121654.234,122329.672,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,5120.39272183282,,122000.0,0.263854,,120207.175,122160.1502,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,9.0,7.0,,,,MCDHF
,5234.95471397726,,6320.0,0.014224,,120249.914,122160.1502,3s2.3p5.(2P*<3/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,9.0,7.0,,,,MCDHF
,19728.9167917149,,119.0,0.00226,,121653.28,122160.1502,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,9.0,7.0,,,,MCDHF
,2984.8539258754,,12800.0,0.024643,,120207.175,123557.4227,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,3023.4236420905,,117000.0,0.023528,,120249.914,123557.4227,3s2.3p5.(2P*<3/2>).4f,2[7/2],4,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,5251.70723811825,,15.3713,0.000213,,121653.28,123557.4227,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,4711.4318653925,,394.0,0.000304,,120207.175,122329.672,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,4808.25172928773,,125.0,9.91E-05,,120249.914,122329.672,3s2.3p5.(2P*<3/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,14784.326248684,,140000.0,0.296413,,121653.28,122329.672,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,5536.11640548378,,738.0,0.00223,,120229.75,122036.0704,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,7.0,9.0,,,,MCDHF
,5598.49476630317,,406.0,0.00125,,120249.876,122036.0704,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,7.0,9.0,,,,MCDHF
,26121.091109321,,0.0472632,1.41E-06,,121653.238,122036.0704,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,7.0,9.0,,,,MCDHF
,26189.226590236,,0.198396,5.92E-06,,121654.234,122036.0704,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,7.0,9.0,,,,MCDHF
,5467.78126294157,,2930.0,0.00867,,120207.175,122036.0704,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,9.0,9.0,,,,MCDHF
,5598.61387278294,,14200.0,0.043843,,120249.914,122036.0704,3s2.3p5.(2P*<3/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,9.0,9.0,,,,MCDHF
,26123.9571316314,,1.65898,4.94E-05,,121653.28,122036.0704,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,9.0,9.0,,,,MCDHF
,5467.65868949847,,128000.0,0.378195,,120207.134,122036.0704,3s2.3p5.(2P*<3/2>).4f,2[9/2],5,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,11.0,9.0,,,,MCDHF
,13786.2046413188,,644000.0,0.889186,,121068.736,121794.0988,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,0,3.0,1.0,,,,MCDHF
,12261.8413214734,,97300.0,0.201893,,121794.0988,122609.637,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,0,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,1.0,3.0,,,,MCDHF
,18624.1311377216,,1.39466,2.36E-05,,121257.161,121794.0988,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,0,3.0,1.0,,,,MCDHF
,12389.6362179793,,911.0,0.014442,,121794.0988,122601.225,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,0,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,1.0,3.0,,,,MCDHF
,11659.0977747095,,9940.0,0.093519,,121932.8477,122790.547,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[1/2],0,3.0,1.0,,,,MCDHF
,21616.4944228363,,4660.0,0.015317,,121470.238,121932.8477,3s2.3p5.(2P*<3/2>).6p,2[1/2],0,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,1.0,3.0,,,,MCDHF
,36185.3413182306,,498000.0,1.3522,,122514.192,122790.547,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[1/2],0,3.0,1.0,,,,MCDHF
,9578.96612302843,,1230.0,0.287079,,121470.238,122514.192,3s2.3p5.(2P*<3/2>).6p,2[1/2],0,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,1.0,3.0,,,,MCDHF
,9755.9738266735,,16300.0,0.010526,,122790.547,123815.56,3s2.3p5.(2P*<1/2>).6p,2[1/2],0,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,1.0,3.0,,,,MCDHF
,4263.80684613882,,514000.0,1.42007,,121470.238,123815.56,3s2.3p5.(2P*<3/2>).6p,2[1/2],0,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,1.0,3.0,,,,MCDHF
,11572.5779433377,,554000.0,2.05341,,121068.736,121932.8477,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3.0,3.0,,,,MCDHF
,14775.6473100268,,34600.0,0.188206,,121932.8477,122609.637,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,3.0,3.0,,,,MCDHF
,14799.7585271398,,537.0,0.011591,,121257.161,121932.8477,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3.0,3.0,,,,MCDHF
,14961.6092587224,,302.0,0.00607,,121932.8477,122601.225,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,3.0,3.0,,,,MCDHF
,6918.23203196781,,11500.0,0.017902,,121068.736,122514.192,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,104772.382000097,,449000.0,0.891352,,122514.192,122609.637,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,3.0,3.0,,,,MCDHF
,7955.25329128715,,534.0,0.12413,,121257.161,122514.192,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,114898.946376648,,846.0,0.254515,,122514.192,122601.225,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,3.0,3.0,,,,MCDHF
,3640.56816162959,,6350.0,0.00307,,121068.736,123815.56,3s2.3p5.(2P*<3/2>).6p,2[1/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,8292.40341215819,,23800.0,0.013063,,122609.637,123815.56,3s2.3p5.(2P*<1/2>).6p,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,3908.69446087181,,200000.0,0.402181,,121257.161,123815.56,3s2.3p5.(2P*<3/2>).6p,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,8234.95987515806,,242000.0,0.497754,,122601.225,123815.56,3s2.3p5.(2P*<1/2>).6p,2[1/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,14240.8292263968,,33300.0,0.156524,,121932.8477,122635.054,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,3.0,5.0,,,,MCDHF
,15100.4778244198,,128000.0,0.712097,,121270.617,121932.8477,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,5.0,3.0,,,,MCDHF
,13494.4990349408,,196.0,0.00631,,121191.805,121932.8477,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,5.0,3.0,,,,MCDHF
,82738.991577165,,40900.0,0.07421,,122514.192,122635.054,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,3.0,5.0,,,,MCDHF
,8041.33244878678,,63.811,0.63811,,121270.617,122514.192,3s2.3p5.(2P*<3/2>).6p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,7562.082809344,,84.4743,0.029278,,121191.805,122514.192,3s2.3p5.(2P*<3/2>).6p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,8470.94381561809,,631.0,0.00033,,122635.054,123815.56,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
